Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Seychelles,SYC,349.9909668,407.33175659,378.22894287,440.62420654,499.00079346,516.03625488,531.09979248,469.20864868,426.68798828,362.47619629,513.08441162,531.92407227,655.69146729,641.06793213,675.30340576,665.45111084,772.44891357,777.85449219,833.07897949,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sierra Leone,SLE,23.31109047,25.17224312,28.83034897,28.85776711,29.22132874,32.27239609,33.61574173,36.16654587,40.335495,43.41863632,43.97430801,59.54336929,59.9777298,82.92147827,140.99243164,120.91239929,87.10140228,82.54949188,85.77548218,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Africa,ZAF,225.53433228,198.68179321,172.22772217,259.3633728,329.23864746,361.01333618,369.00524902,392.03070068,377.08743286,417.1151123,543.44128418,600.34326172,581.56524658,527.2868042,509.7901001,469.98825073,426.83197021,497.04705811,525.95690918,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.38130379,26.78586388,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sudan,SDN,15.23164654,16.57659912,18.30408287,24.7358799,32.12231064,40.80571747,61.05639648,90.58113861,92.22037506,95.33586884,93.45315552,134.80764771,102.54393768,127.16286469,116.93514252,158.89530945,165.85246277,192.60665894,60.17465973,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tanzania,TZA,12.6108675,15.53204632,17.41364098,20.81579018,23.90641594,28.24069595,36.27006531,36.90998459,36.88764572,34.07072067,37.53247833,38.04220581,42.28381729,43.77843857,40.15260315,33.58756638,37.18800735,35.4696846,36.82281494,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Togo,TGO,10.0020895,10.01389408,11.27595139,13.87164688,15.23324203,16.12846947,16.95442963,19.91258812,24.14238548,26.69591522,31.4792347,35.15558624,35.11561584,39.1137619,40.70421219,35.66401672,39.26917267,37.47055817,41.83677292,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uganda,UGA,19.10987282,20.65848732,22.57953644,22.38943672,31.77279472,39.42023468,44.78743744,53.47136688,59.04119873,57.60364151,65.54209137,56.27164841,55.96831131,52.21765137,52.90937424,43.72704315,42.19992828,41.95800781,43.13787842,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Zambia,ZMB,24.72463989,25.0923233,25.96962738,31.30976868,37.97074127,48.21477509,61.57552338,48.94664383,55.93905258,51.35781097,55.3928299,57.88014603,69.29530334,88.12820435,67.49678802,59.33764267,57.36268997,67.50799561,75.99179077,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,99.34855652,88.38669586,90.28307343,101.67493439,116.71053314,107.68700409,113.40885925,112.74193573,140.3203125,..,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Angola,AGO,33,42,53,60,54,52,66,52,54,48,50,51,54,60,54,58,57,51,61,66,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Benin,BEN,45,45,48,50,54,56,62,61,64,63,60,66,62,60,61,63,61,55,62,65,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Botswana,BWA,62,65,70,70,74,77,68,66,78,77,68,68,75,80,75,66,77,80,75,53,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Burkina Faso,BFA,28,29,29,31,34,41,45,45,47,52,53,58,57,58,59,60,60,59,63,51,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Burundi,BDI,35,37,38,43,46,46,44,47,52,57,61,54,56,61,58,56,61,63,58,55,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Cabo Verde,CPV,..,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Cameroon,CMR,11,22,21,30,32,39,43,44,45,46,45,47,48,50,52,53,53,51,50,53,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Central African Republic,CAF,..,13,24,19,18,15,27,..,29,37,28,24,34,36,42,43,42,39,43,47,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Chad,TCD,..,..,37,33,34,41,..,36,42,49,54,58,57,58,60,56,52,55,59,60,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Comoros,COM,57,65,52,34,41,50,50,..,60,57,..,48,48,48,56,..,59,45,42,..,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,"Congo, Dem. Rep.",COD,40,42,43,48,54,54,52,52,53,55,54,50,48,48,48,48,51,57,63,64,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,"Congo, Rep.",COG,83,80,75,55,66,64,54,56,55,60,62,65,66,61,56,54,55,52,54,59,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Cote d'Ivoire,CIV,25,28,28,32,39,40,44,52,55,54,56,57,62,66,62,61,59,58,59,60,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Equatorial Guinea,GNQ,..,..,..,..,72,..,..,..,71,64,67,66,..,..,64,64,65,63,56,63,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Eritrea,ERI,160,66,66,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Eswatini,SWZ,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,69,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Ethiopia,ETH,33,34,40,43,46,48,48,51,57,62,66,69,66,62,59,70,68,67,69,71,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Gabon,GAB,..,36,28,28,32,31,37,45,53,35,42,47,51,52,55,55,52,48,51,48,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,"Gambia, The",GMB,63,66,70,70,75,69,60,62,69,68,62,70,69,67,72,70,69,68,65,71,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Ghana,GHA,26,28,27,27,27,27,28,28,31,33,32,34,33,34,33,32,32,32,32,34,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Guinea,GIN,29,31,33,36,39,36,46,49,53,44,58,60,60,59,60,60,61,65,65,73,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Guinea-Bissau,GNB,35,..,38,37,40,37,43,..,41,41,40,37,33,35,37,34,35,34,30,35,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Kenya,KEN,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,63,60,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Lesotho,LSO,58,37,49,59,50,45,50,54,49,50,49,52,51,50,51,47,49,50,51,51,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Liberia,LBR,22,24,45,32,53,40,49,..,49,55,58,66,64,57,37,42,50,53,53,54,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Madagascar,MDG,..,35,37,41,42,40,45,45,44,45,48,50,49,50,52,52,50,53,55,59,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Malawi,MWI,55,58,52,58,55,51,49,48,47,45,43,41,45,43,44,48,51,58,56,62,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Mali,MLI,50,52,52,52,52,53,56,57,65,71,56,57,56,59,60,68,68,63,68,67,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Mauritania,MRT,47,..,..,..,59,39,51,58,54,54,52,39,58,51,55,50,56,59,59,62,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Mauritius,MUS,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Mozambique,MOZ,36,36,40,44,46,47,48,50,50,53,52,51,53,58,61,60,72,83,87,88,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Namibia,NAM,61,65,60,62,63,62,61,60,62,59,60,61,60,60,59,65,62,63,61,64,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Niger,NER,22,24,25,35,35,40,44,49,49,54,54,56,59,60,57,54,52,54,55,59,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Nigeria,NGA,9.6,17,14,15,19,21,23,26,26,26,24,24,25,25,22,22,24,24,24,27,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Rwanda,RWA,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Sao Tome and Principe,STP,57,57,57,240,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Senegal,SEN,56,56,54,61,58,62,64,64,68,67,66,65,71,75,75,74,71,72,71,70,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Seychelles,SYC,87,87,87,87,87,87,..,..,87,87,87,87,87,87,87,87,87,87,87,87,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Sierra Leone,SLE,27,32,31,33,33,38,44,49,55,58,63,61,62,56,57,54,63,71,75,77,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Somalia,SOM,22,26,27,33,41,43,39,35,38,33,29,33,33,35,35,37,37,43,42,42,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,South Africa,ZAF,44,38,48,46,49,46,50,50,55,57,56,58,53,53,53,52,52,58,58,58,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,32,37,27,35,40,44,41,59,65,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Sudan,SDN,50,50,50,50,50,50,50,50,50,50,50,52,50,52,54,55,63,65,67,69,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Tanzania,TZA,32,35,34,35,33,31,30,30,30,32,32,32,35,39,38,39,42,46,53,59,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Togo,TGO,55,..,57,57,61,64,66,54,63,62,57,60,61,58,61,68,80,81,81,86,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Uganda,UGA,46,57,63,67,68,64,63,63,64,62,63,67,63,63,59,54,54,55,65,75,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Zambia,ZMB,63,59,71,77,74,69,68,67,64,66,66,65,62,62,61,59,62,59,58,61,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Zimbabwe,ZWE,71,76,80,77,77,71,65,62,61,76,84,78,77,81,78,81,81,82,83,72,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Angola,AGO,0.06676971,0.41370264,0.37108299,0.36243233,0.96102244,1.64834905,4.08852911,2.50503588,3.37496328,4.59279108,3.13921642,3.49376488,2.65806341,3.68489552,4.17342424,2.89951444,3.46411276,3.56128168,2.91132259,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Benin,BEN,2.65369558,2.85747313,3.21345258,4.29996634,4.94251299,4.8795085,5.06985569,6.9703517,7.85276747,6.7479291,7.98801899,9.0335083,14.16935635,9.09736347,9.84920788,10.71770573,9.21673393,5.84001541,9.31582451,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Botswana,BWA,33.92425919,29.10246849,28.03674698,35.02578354,34.41459274,33.11888885,28.1776371,46.6439743,41.38290405,25.23127365,20.33793259,21.28211594,22.30282974,39.74311447,34.62963486,27.37348747,22.82047653,46.54229736,30.90931511,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Burkina Faso,BFA,1.60275924,1.51041961,1.93396938,3.72920418,4.70146656,6.40067434,7.56042814,12.04295444,10.92252445,9.78663635,14.04723454,11.37760448,13.33173084,12.92496109,9.34534645,8.26835728,9.61482525,7.99135828,6.11154222,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Burundi,BDI,0.05978956,1.7144779,1.24786222,1.28805137,2.37751913,3.62933779,4.57122993,4.79289007,5.38076735,7.90106106,11.33211708,6.71077013,6.1867547,9.53805447,2.62909079,1.86258328,7.19745111,7.31875753,7.43528175,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Cabo Verde,CPV,1.62158382,1.90364242,2.0809598,1.44625711,3.85416317,5.45525503,10.77613354,6.93828964,8.22026539,4.27827501,9.13366985,7.59795332,23.0062809,29.21597672,28.79689598,5.95077944,7.7073822,13.8749876,17.38248825,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Cameroon,CMR,0.746692,0.60031998,1.05366147,0.87847698,1.36183035,1.97604454,1.99611127,2.44703102,3.2178607,2.82129359,3.99075627,6.85327625,4.33647728,4.05446291,6.44373226,4.92582417,4.99089289,4.73020315,4.62746572,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Central African Republic,CAF,1.19567227,0.68327689,1.72257042,1.66292369,1.38888788,3.37829375,3.09894896,4.26963997,4.31579304,8.08272362,4.01699162,6.05529451,5.53848219,6.13200903,7.1747508,7.86374617,7.18187284,9.43066883,27.57081985,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Chad,TCD,0.35232702,0.41904399,0.55900174,3.06453753,2.9448266,3.21480656,3.8530128,2.19357276,2.21434546,2.90535426,2.15852094,4.78610468,3.95939422,3.30825257,4.5920682,5.96934605,7.66419268,6.21123123,4.57267809,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Comoros,COM,1.8686806,1.85419309,2.146631,2.49320555,2.7838819,3.17828369,3.10736704,3.64190316,5.0266571,4.93773794,7.04241705,7.75803566,6.19774866,6.9028635,6.83860254,5.93445492,6.73936033,7.97843933,9.43763828,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,"Congo, Dem. Rep.",COD,5.10458899,0.90283656,0.73615307,1.30631518,1.57153106,1.79832613,2.26877427,2.97406316,6.27401161,5.58085728,5.43251991,5.52719402,5.27517223,6.55453062,7.78634977,7.88400507,8.8972826,8.24725819,6.51895237,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,"Congo, Rep.",COG,2.00930333,1.80425465,1.99020433,2.4200747,5.6424098,6.71830606,6.35449982,7.91626167,7.44392347,9.59233284,6.67885351,13.06874275,19.74863434,14.9781971,13.54167175,11.37288475,3.09900975,3.87686539,3.7774384,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Cote d'Ivoire,CIV,3.94187403,3.84119892,4.31638193,4.64529467,5.808846,4.29920816,4.78705978,5.7138896,9.02103901,7.7072072,7.81749487,9.04491234,11.91017437,6.33572102,10.83428669,8.3057642,10.06813717,9.07165623,8.85663986,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Equatorial Guinea,GNQ,1.30891383,5.59610605,4.11567879,3.48567319,4.33565044,5.10416651,10.80122852,13.91654778,10.59415531,18.24051094,13.68540096,14.51651382,9.26142788,4.56112194,1.51689458,4.09473324,3.47079277,6.01244974,7.3087635,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Eritrea,ERI,0.08809571,2.0027318,3.39124274,7.28037453,9.42720795,10.8034811,11.75260544,5.90984344,8.39676666,7.77999592,7.35481501,16.15324974,6.83409405,10.49845886,11.06454468,11.05841541,5.14151001,6.66218424,8.51215839,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Eswatini,SWZ,3.29543734,8.67765141,12.28301144,24.97860336,37.70957947,42.82849884,64.52339935,61.84128189,67.55409241,67.74033356,91.49160767,122.02193451,109.61385345,94.47861481,107.62057495,84.77836609,76.27792358,64.86917114,115.28317261,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Ethiopia,ETH,0.87533754,0.95884895,0.66789943,0.82918143,1.74333405,1.47969723,2.8026135,3.99589133,6.29022837,5.25294828,5.75387669,5.67083311,5.77461958,4.62722588,5.21941185,4.36736298,5.07385874,8.81276226,8.70542431,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Gabon,GAB,2.71260095,1.6705687,2.23164678,2.87101531,3.02339005,7.88583851,5.19247913,7.44100142,5.93315744,4.51992083,2.4955101,3.00364995,1.14526331,1.01589561,2.44287562,1.61054313,1.491732,1.21989393,2.66950226,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,"Gambia, The",GMB,38.00763702,30.29729652,29.66254425,22.60956955,24.66913223,24.58329964,23.73753548,25.40000534,26.98978615,21.29929924,19.17967606,17.24921608,14.97364712,12.61562347,9.12227249,7.33470917,5.98275709,8.36503124,7.77292728,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Ghana,GHA,1.99135327,2.53250623,2.940346,2.99328041,4.81835127,6.20354366,7.01388311,6.79723024,7.12622023,7.64628124,7.05593634,9.21231365,7.3764863,18.10512924,12.66707134,20.34907341,8.5559473,9.52821255,9.69151211,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Guinea,GIN,6.48592091,6.32494164,7.10644674,7.34257317,6.73199224,4.5938611,3.5358026,4.69114113,4.66687441,4.69757938,4.476861,6.39110184,5.3426528,6.01039219,6.97262716,10.48487663,10.77271461,5.45584393,3.7875483,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Guinea-Bissau,GNB,2.70525026,1.23854339,4.04964113,3.84845328,5.18114758,6.50340414,6.14442444,8.47512627,9.55659771,5.86732721,12.73562527,20.5011692,7.31855679,7.65935469,16.12385941,10.15197086,7.3987174,5.65281391,6.6275692,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Kenya,KEN,2.54963756,2.69969153,3.08567762,3.90292692,5.23683548,5.27489471,11.45730114,14.15066147,15.68859673,15.90502644,16.7678318,14.86375427,15.51517582,15.12988281,14.38060951,12.50442314,11.75178909,11.93846798,13.70768738,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Lesotho,LSO,0.13983674,0,0,1.51230693,2.49388647,4.83138514,4.07248259,4.58183527,11.72763348,20.86998177,16.75492477,30.59214973,24.95447159,28.02187347,18.35998726,19.73404121,15.75934029,22.81622505,32.3184967,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Liberia,LBR,1.07280695,1.5148561,1.29784107,1.34990716,2.96020722,5.05018473,5.42591763,8.52121162,7.67191696,16.57813263,16.76441956,17.6957283,23.27239609,26.09855843,23.77004242,24.41764069,21.1330986,16.38119888,11.45401192,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Madagascar,MDG,1.83632743,3.15778112,3.10877919,1.97275507,3.17126489,3.85702634,4.22147655,3.37021565,4.48608065,5.40289354,3.50248885,6.27437544,3.89054394,4.11905098,5.91143036,6.5966053,6.61438942,5.67351198,6.60915184,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Malawi,MWI,3.34406996,2.90265083,5.18633366,5.73575735,10.70478916,10.95056629,13.34463215,16.61866951,19.05303764,22.51266479,21.75602531,25.82394028,23.5018959,27.53633308,22.72938347,19.09115601,16.64401436,17.82592583,18.8999939,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Mali,MLI,0.86645323,0.96593648,2.39567089,1.77345502,2.78429246,3.60897613,5.43455172,5.59034204,7.24515247,8.62918663,9.08363533,10.94070339,12.17281818,13.43329525,16.83624649,12.75986195,8.90005112,12.00796986,12.5705843,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Mauritania,MRT,0.99503851,0.89503324,1.26516366,2.68653655,2.17496085,1.73878348,0.85303026,1.63380504,2.46978283,2.26774526,2.51135159,2.48347759,2.54515243,4.84418154,5.97468805,4.83613968,1.12066209,3.59477186,4.16043568,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Mauritius,MUS,0.3597292,0.67366439,0.42032048,0.1807453,0.05654463,0.07793435,0.17008294,0.39077744,2.95284772,5.41656685,6.91313171,15.58111954,8.61526203,6.41878271,2.55995798,13.75291538,1.25044274,4.41470242,3.27661324,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Mozambique,MOZ,0.80274582,2.58032084,3.85212803,5.11711979,7.32265472,9.71046734,10.26278687,11.42073727,14.48267365,17.51943398,16.96208572,19.26280594,20.14497757,23.88319206,22.80841255,21.66504669,18.3733902,22.43595886,25.33250046,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Namibia,NAM,10.85458374,10.86501217,10.36648369,15.99640942,49.29156494,78.76833344,99.15437317,91.75866699,89.27632904,74.72808075,73.74966431,61.32749939,43.68455887,31.47424698,27.71065712,27.91262436,29.54840088,31.7087326,21.73834991,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Niger,NER,0.94671243,1.0058924,1.13779449,1.42018378,1.59379256,2.10221052,2.20159125,2.84594059,3.16779804,3.11468172,2.9220438,2.67255282,2.99958849,2.91825485,3.31813264,6.35445261,3.32968044,4.16935873,3.57256007,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Nigeria,NGA,3.0090313,1.24905837,1.32965279,2.25403237,2.7764926,2.97148252,3.59971213,4.13458681,4.92705059,4.28858042,4.80300617,6.63672972,7.79685211,12.76084042,13.25084496,9.697855,8.18918896,5.84854698,6.58585215,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Rwanda,RWA,4.341187,3.23444772,2.57022548,7.349823,9.71011543,12.88308525,15.93098736,19.06873131,21.80005455,23.95226479,25.60752106,26.22818947,31.36708069,21.70736504,24.49502945,21.03616524,22.4109726,22.76186562,17.89160919,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Sao Tome and Principe,STP,15.06991005,13.83550835,15.05125141,17.60448837,18.82424736,22.84627342,38.62395096,33.44830704,43.14723969,38.83680344,35.06128311,38.11148834,40.68804932,62.28849792,57.5365715,43.4907341,48.26595306,44.35455704,49.79816055,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Senegal,SEN,0.86498165,0.85724723,1.34529293,1.04486787,0.91446108,2.40898943,2.10142803,2.37836266,3.18930197,3.41199899,6.31085682,4.91539097,5.25296021,5.67088699,11.2501688,9.60626316,9.37141037,9.24970531,8.08315277,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Seychelles,SYC,0,0.87706697,2.91010499,4.04930639,11.86827374,3.29376841,3.41470623,2.35200024,1.82888699,1.37694097,10.78735828,36.57858276,10.71710205,18.80683327,3.05588412,2.25380182,30.25835419,4.57464409,3.08105683,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Sierra Leone,SLE,1.35406554,1.37545788,1.8382436,2.41576982,3.90355277,5.53523397,6.76126194,5.81658888,7.17359066,9.31739902,10.61651802,13.77368164,10.53474045,24.74910355,74.70478058,60.66844177,27.48702621,28.07111168,22.19565773,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,South Africa,ZAF,3.51566243,3.01454949,2.59167719,3.91808343,4.78211641,4.99454546,5.71326399,6.97824764,8.99932003,11.75896168,16.26216125,14.78935528,11.80989838,10.37658596,12.98441887,11.42767239,8.22819138,9.74234772,9.90629673,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.97021866,16.69826889,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Sudan,SDN,0,0,0,0.36492008,0.44989228,1.09311402,2.77182317,2.42937922,2.28386307,3.48776197,2.8201263,10.67806149,4.39907408,6.37122297,4.31933117,3.07859683,3.37022495,10.35283852,4.58185673,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Tanzania,TZA,4.74547434,4.90454531,4.77255583,5.62921667,6.4622035,8.06747532,15.24359131,15.65322685,9.50708866,11.91957378,14.79494953,17.08576012,20.43693924,21.22672844,17.49423409,12.71065712,13.54196262,11.29849052,11.8707695,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Togo,TGO,0.45114201,0.51287806,0.63660842,0.90774143,1.19495976,1.43982065,1.75604224,2.3275125,3.03992033,3.1512413,1.87517095,3.0224874,3.77871394,6.81115294,6.57374287,5.92088127,8.13000774,5.28550768,7.0291605,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Uganda,UGA,5.24527788,4.76023293,3.85491276,2.73383617,5.81376457,8.51177979,9.49413967,10.519701,11.77081108,10.81192493,32.77231979,26.14187813,21.00740242,18.78506088,23.95001984,19.16732979,18.27639198,18.21225739,18.59270287,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Zambia,ZMB,0.74068636,1.76125586,3.52258182,6.11847878,10.27191067,17.01271439,19.07459831,17.48085403,23.46991158,29.36909676,25.2702961,21.32355881,30.74581909,48.24581528,21.96906281,21.57528114,24.37640381,27.27150154,33.8626976,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,27.29743195,16.97716331,13.84523964,20.46298409,23.60339737,26.12082291,31.37311745,23.71916008,28.07978058,..,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Angola,AGO,0,0,0,0,2,3,14,12,15,17,19,13,15,26,39,36,32,30,41,63,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Benin,BEN,0,0,0,0,0,0,0,34,37,43,21,28,32,30,54,89,100,100,100,100,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Botswana,BWA,8,17,25,34,43,68,79,74,75,83,75,69,86,87,80,83,83,96,100,100,..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Burkina Faso,BFA,0,0,0,1,3,9,19,19,18,31,37,42,45,48,63,72,76,86,79,81,..
